station_id,point_id,power,public key,steckertyp,inbetriebnahme
21947,1,22.0,,,2018-01-23
21947,2,22.0,,AC Steckdose Typ 2,2018-01-23
21948,1,22.0,,,2018-02-09
21948,2,22.0,,AC Steckdose Typ 2,2018-02-09
21949,1,22.0,,,2017-01-13
21949,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2017-01-13
21950,1,22.0,,,2019-05-01
21950,2,22.0,,AC Steckdose Typ 2,2019-05-01
21951,1,22.0,,,2019-05-01
21951,2,22.0,,AC Steckdose Typ 2,2019-05-01
21952,1,22.0,,,2019-05-01
21952,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2019-05-01
21953,1,22.0,,,2019-05-01
21953,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2019-05-01
21954,1,22.0,,,2019-05-01
21954,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2019-05-01
21955,1,22.0,,,2020-05-26
21955,2,22.0,,AC Steckdose Typ 2,2020-05-26
21956,1,22.0,,,2018-01-10
21956,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2018-01-10
21956,1,22.0,,,2018-01-10
21956,2,22.0,,AC Steckdose Typ 2,2018-01-10
21957,1,22.0,,,2020-06-10
21957,2,22.0,,AC Steckdose Typ 2,2020-06-10
21958,1,22.0,,,2020-12-08
21958,2,22.0,,AC Steckdose Typ 2,2020-12-08
21959,1,22.0,,,2020-12-08
21959,2,22.0,,AC Steckdose Typ 2,2020-12-08
21960,1,22.0,,,2017-12-28
21960,2,22.0,,AC Steckdose Typ 2,2017-12-28
21961,1,22.0,,,2019-06-01
21961,2,22.0,,AC Steckdose Typ 2,2019-06-01
21962,1,22.0,,,2020-06-10
21962,2,22.0,,AC Steckdose Typ 2,2020-06-10
21963,1,22.0,,,2019-12-12
21963,2,22.0,,AC Steckdose Typ 2,2019-12-12
21964,1,22.0,,,2020-12-08
21964,2,22.0,,AC Steckdose Typ 2,2020-12-08
21965,1,22.0,,,2018-11-01
21965,2,22.0,,AC Steckdose Typ 2,2018-11-01
21966,1,22.0,,,2017-11-30
21966,2,22.0,,AC Steckdose Typ 2,2017-11-30
21967,1,22.0,,,2020-05-26
21967,2,22.0,,AC Steckdose Typ 2,2020-05-26
21968,1,50.0,,,2018-12-18
21968,2,43.0,,AC Kupplung Typ 2,2018-12-18
21969,1,22.0,,,2021-09-24
21969,2,22.0,,AC Steckdose Typ 2,2021-09-24
21970,1,22.0,,,2021-09-24
21970,2,22.0,,AC Steckdose Typ 2,2021-09-24
21971,1,22.0,,,2021-09-24
21971,2,22.0,,AC Steckdose Typ 2,2021-09-24
21972,1,22.0,,,2018-10-26
21972,2,22.0,,AC Steckdose Typ 2,2018-10-26
21973,1,22.0,,,2019-05-01
21973,2,22.0,,AC Steckdose Typ 2,2019-05-01
21974,1,20.0,ALMPIPAK4QKOTXY5ZSVRBJPW4IXSVDGZFJX2IKZB,,2021-09-01
21974,2,20.0,AM3XCQ2BC76KXSEKXCBTWQGXPOXF2ROLVBC46GGQ,AC Steckdose Typ 2,2021-09-01
21975,1,22.0,,,2014-01-01
21975,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2014-01-01
21976,1,22.0,,,2015-01-01
21976,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2015-01-01
21977,1,22.0,,,2017-03-01
21977,1,22.0,,,2017-03-01
21978,1,22.0,,,2013-03-01
21978,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2013-03-01
21979,1,22.0,,,2018-11-01
21979,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-11-01
21980,1,22.0,,,2018-12-01
21980,2,22.0,,AC Steckdose Typ 2,2018-12-01
21981,1,22.0,,,2018-12-01
21981,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-12-01
21982,1,22.0,,,2019-08-19
21982,2,22.0,,AC Steckdose Typ 2,2019-08-19
21983,1,22.0,,,2020-10-26
21983,2,22.0,,AC Steckdose Typ 2,2020-10-26
21983,3,22.0,,AC Steckdose Typ 2,2020-10-26
21983,4,22.0,,AC Steckdose Typ 2,2020-10-26
21984,1,22.0,,,2021-05-31
21984,2,22.0,,AC Steckdose Typ 2,2021-05-31
21985,1,22.0,,,2016-03-14
21985,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2016-03-14
21985,3,22.0,,"AC Steckdose Typ 2, AC Schuko",2016-03-14
21985,4,22.0,,"AC Steckdose Typ 2, AC Schuko",2016-03-14
21986,1,22.0,,,2016-01-01
21986,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2016-01-01
21986,3,22.0,,"AC Steckdose Typ 2, AC Schuko",2016-01-01
21986,4,22.0,,"AC Steckdose Typ 2, AC Schuko",2016-01-01
21987,1,11.0,,,2011-06-01
21987,2,11.0,,"AC Steckdose Typ 2, AC Schuko",2011-06-01
21988,1,22.0,,,2017-03-01
21989,1,43.0,,,2016-10-06
21989,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2016-10-06
21990,1,22.0,,,2018-11-01
21990,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-11-01
21991,1,22.0,,,2019-12-12
21991,2,22.0,,AC Steckdose Typ 2,2019-12-12
21992,1,150.0,,,2021-12-01
21992,2,150.0,,DC Kupplung Combo,2021-12-01
21993,1,22.0,,,2017-01-01
21993,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2017-01-01
21994,1,22.0,,,2018-10-13
21994,2,22.0,,AC Steckdose Typ 2,2018-10-13
21994,3,22.0,,AC Steckdose Typ 2,2018-10-13
21994,4,22.0,,AC Steckdose Typ 2,2018-10-13
21995,1,11.0,,,2021-05-01
21996,1,50.0,,,2019-02-01
21996,2,22.0,,AC Steckdose Typ 2,2019-02-01
21997,1,22.0,,,2018-10-01
21997,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-10-01
21998,1,300.0,,,2021-03-30
21998,2,300.0,,DC Kupplung Combo,2021-03-30
21998,1,300.0,,,2021-03-30
21998,2,300.0,,DC Kupplung Combo,2021-03-30
21999,1,22.0,,,2019-01-22
21999,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2019-01-22
22000,1,22.0,,,2020-09-01
22000,2,22.0,,AC Steckdose Typ 2,2020-09-01
22001,1,22.0,APHP3KBO5GGB3F4XYQAMV47SMASZTNBIPYCCM5X7,,2021-08-24
22001,2,22.0,AOKS7Q6KUZAKHWHT5XQAUD4D6QSKGDQ2QPTHJZ7O,AC Steckdose Typ 2,2021-08-24
22002,1,50.0,,,2018-01-08
22002,2,43.0,,AC Kupplung Typ 2,2018-01-08
22003,1,22.0,3059301306072A8648CE3D020106082A8648CE3D030107034200046fe64bbbe3b3eebf00cca675d3547add7cde683e76b45438b234b4a49fe6e3273c61dbbcd645deb6f47a9b22e5358aad34c7212221d379921da4b33493cf0754,,2018-06-12
22003,2,22.0,3059301306072A8648CE3D020106082A8648CE3D030107034200041fb9ed2d0dfe373639401cdc286b6769dae14b9b2e20049a48d8bf49f216e0dc758c3a2768343b43b01c46c342ff8933f7c79ff465d6b4e3f83ac6b12df153d2,AC Steckdose Typ 2,2018-06-12
22004,1,22.0,3059301306072A8648CE3D020106082A8648CE3D03010703420004e7b11e8e9c66b84ce3fec035d0eb05698550aed38519ff99b0b6ae76d9663df4be2a77cd2bd01147bf989bddf939cdda06bd1d15a134a5e036dbf7d9d673c44a,,2019-10-15
22004,2,22.0,3059301306072A8648CE3D020106082A8648CE3D030107034200042e20b76944c7648bdac5006eb538cec01c45576af42f0410144e5e62d3e9eaddd803d06351c2a109dd019f1313a3de5ea2bd501433363fa630b8eeb86a1448f1,AC Steckdose Typ 2,2019-10-15
22005,1,22.0,3059301306072A8648CE3D020106082A8648CE3D03010703420004af16642a7d7f91dc983602cff65465197dd7feea42bd74ba7ae0b74955a767c51b86052f024f5c716fd936f2eaa138f7500f97920f6304c1418066df68280c17,,2018-10-11
22005,2,22.0,3059301306072A8648CE3D020106082A8648CE3D03010703420004e8260cf0286876175edbc3a20c81d55176c55bfe8630fc6e70f4b0a3d5acde8853279e53e0a2e001ffaa7a463edba9087798df77bd8443ac76b2feba17021732,AC Steckdose Typ 2,2018-10-11
22006,1,22.0,3059301306072A8648CE3D020106082A8648CE3D03010703420004ecb8df00165359e4dd0e7d4f07f7e8d3774626066716b29f89bfc9afe67a2e8ba789df1e57cd2d874e81b7fe71a80b0a6b51cee6af783a141d2148e3cf93515b,,2018-10-22
22006,2,22.0,3059301306072A8648CE3D020106082A8648CE3D03010703420004f3e9e8065ebfcafca48360c669a75aa4299a73a41213a5d4bb2243b6fec0c03a71e69445a5772f8099a02861c2f4c73ceb0b6f1b902f6931631e04575a89ba49,AC Steckdose Typ 2,2018-10-22
22007,1,22.0,,,2016-10-25
22007,2,22.0,,AC Steckdose Typ 2,2016-10-25
22008,1,22.0,3059301306072A8648CE3D020106082A8648CE3D03010703420004d9fdde14ef5d1f28ff79cc65df4522a10d13b7f4bc66eba73caa5857e8801648fdd06f123bc54500ce0727917f4f94fc11ccad896e7697f792e2661511da8974,,2016-11-21
22008,2,22.0,3059301306072A8648CE3D020106082A8648CE3D030107034200046abd1dee920fd46795703336df0db26d65ca3834f5c43eb9235c90a8df8cc77ca8a7df9342b1dbaf16f6f07cae36fd8c4894fd641b38b55b401a9880aeef5e36,AC Steckdose Typ 2,2016-11-21
22009,1,22.0,,,2020-10-01
22009,2,22.0,,AC Steckdose Typ 2,2020-10-01
22009,3,22.0,,AC Steckdose Typ 2,2020-10-01
22010,1,22.0,,,2021-01-19
22010,2,11.0,,AC Steckdose Typ 2,2021-01-19
22011,1,22.0,3059301306072A8648CE3D020106082A8648CE3D0301070342000431115a51498ce26ad5a1500257b3c57022488f3fd35fb3d7ce24f5a992d8ad6cd2a7a10a17c797c9913f61a073e006c8bf22b4ce97a2bffca23b0fca9bd96420,,2018-05-31
22011,2,22.0,3059301306072A8648CE3D020106082A8648CE3D03010703420004f77f8c4eb60a1e4659809125db208c783b52d68908d02b40fb671ca819863f995d17a8e38c8647fa706358f9dc41c5f92dea93fd7cd7f9f4eb0749720e5cb64e,AC Steckdose Typ 2,2018-05-31
22012,1,22.0,,,2015-10-01
22013,1,22.0,,,2018-08-13
22013,2,22.0,,AC Steckdose Typ 2,2018-08-13
22014,1,22.0,,,2018-08-13
22014,2,22.0,,AC Steckdose Typ 2,2018-08-13
22015,1,22.0,,,2018-08-13
22015,2,22.0,,AC Steckdose Typ 2,2018-08-13
22016,1,22.0,,,2018-08-13
22016,2,22.0,,AC Steckdose Typ 2,2018-08-13
22017,1,22.0,,,2018-10-05
22017,2,22.0,,AC Steckdose Typ 2,2018-10-05
22018,1,22.0,7B5235912832E65BF8E7B4039301592DF3406365D5B941A1B9D8DD38FC87111EC3033E4A71758B361115B6A5F7B479FA,,2021-07-16
22018,2,22.0,8FBCA201B50DBFD36951CFB2FC10B770839709A43C2830A004197498A780FE39925913DFFB36590E39DACEB8387035BE,AC Steckdose Typ 2,2021-07-16
22019,1,43.0,,,2018-01-28
22019,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2018-01-28
22020,1,22.0,,,2018-08-13
22020,2,22.0,,AC Steckdose Typ 2,2018-08-13
22021,1,22.0,,,2018-08-13
22021,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2018-08-13
22022,1,22.0,,,2018-08-13
22022,2,22.0,,AC Steckdose Typ 2,2018-08-13
22023,1,43.0,,,2018-08-15
22023,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2018-08-15
22024,1,100.0,,,2020-08-25
22024,2,22.0,,AC Steckdose Typ 2,2020-08-25
22024,3,22.0,,AC Kupplung Typ 2,2020-08-25
22025,1,22.0,,,2020-07-30
22025,2,22.0,,AC Steckdose Typ 2,2020-07-30
22025,3,22.0,,AC Steckdose Typ 2,2020-07-30
22025,4,22.0,,AC Steckdose Typ 2,2020-07-30
22026,1,22.0,,,2021-05-21
22026,2,22.0,,AC Steckdose Typ 2,2021-05-21
22027,1,50.0,,,2019-11-05
22027,2,22.0,,AC Steckdose Typ 2,2019-11-05
22028,1,22.0,,,2018-05-01
22029,1,22.0,4D9F B477 F67D 7C47 1CCA FB82 C008 8FD9 A255 DBEA 90B0 A4D5 DB59 9CE7 BA04 ED3F 5346 9D2F 8A5F DD65 4700 0A73 78B5 5864,,2015-03-10
22029,2,22.0,6C36 CFA4 39E3 88DF 25EE 02FA 880F 350C 5905 1BE0 F903 F6B4 6E4C 0101 1D58 9C9F DADA EF63 C16B FE52 0A79 FB03 937F D11C,AC Steckdose Typ 2,2015-03-10
22030,1,22.0,22FB 68A2 4C44 A697 127C F70C 883A D446 3597 8549 3988 A2FB 6FE2 D7D2 90C3 424D 385B 266F 292D FD54 2DF1 2249 D7ED FD16,,2015-03-10
22030,2,22.0,6B6E 43AD CBD5 551E 15AD FD7B 85FE 49AE 089D 8074 1128 7C2B 07C8 9303 A9F1 C75B 6B69 8858 2726 966D 8F85 6FED 9ED1 21DA,AC Steckdose Typ 2,2015-03-10
22031,1,22.0,0693 55C7 8484 8958 2ECD E7DA BC3D 58C2 0855 AAB4 8EC0 5439 1270 2A42 97DF E704 8AC0 8E42 EA48 7220 8754 C953 9379 1FE8,,2015-12-10
22031,2,22.0,4187 4F57 F60F 1AFB DEB1 FAEB 1B02 D168 A7FF CB34 DA88 C63E B758 B8F5 8103 8F4E 13BC 8531 2E82 0522 2FF6 F608 08FB A289,AC Steckdose Typ 2,2015-12-10
22032,1,22.0,6963 AF4E BECE 07AE B832 717D 0DBE 206C BA98 8AA1 0434 DA9C E583 9FA5 7CF1 2D4A ED5C C9F6 B937 653C DB02 3CFE E7A5 E7E6,,2015-12-10
22032,2,22.0,DD10 9050 5160 FCCC B046 2333 C9EC 1C8C A18B E23B 66BD 9229 4FBF 0669 274A 5608 172F 7273 79E8 48C3 FE2A 4D65 3379 53A6,AC Steckdose Typ 2,2015-12-10
22033,1,22.0,,,2021-06-30
22033,2,22.0,,AC Steckdose Typ 2,2021-06-30
22034,1,150.0,,,2020-12-19
22034,2,50.0,,DC Kupplung Combo,2020-12-19
22034,3,22.0,,AC Steckdose Typ 2,2020-12-19
22034,4,22.0,,AC Kupplung Typ 2,2020-12-19
22035,1,22.0,,,2021-05-21
22035,2,11.0,,AC Steckdose Typ 2,2021-05-21
22036,1,22.0,,,2019-12-17
22036,2,22.0,,AC Steckdose Typ 2,2019-12-17
22037,1,22.0,,,2020-04-13
22037,2,22.0,,AC Steckdose Typ 2,2020-04-13
22038,1,150.0,,,2020-07-16
22038,2,50.0,,DC Kupplung Combo,2020-07-16
22038,3,22.0,,AC Steckdose Typ 2,2020-07-16
22038,4,22.0,,AC Kupplung Typ 2,2020-07-16
22039,1,22.0,,,2019-11-28
22039,2,22.0,,AC Steckdose Typ 2,2019-11-28
22040,1,43.0,,,2017-06-02
22040,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2017-06-02
22041,1,43.0,,,2017-06-02
22041,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2017-06-02
22042,1,22.0,3059301306072A8648CE3D020106082A8648CE3D03010703420004b639fe9e4530e23c330d4097d3ec3ad3b81ee2eb018998ec174e0818bcb032d0da34659fdeef2783995f760237b8dfb9fb09f02687167ae9eca74ef4c1ce30f9,,2017-10-25
22042,2,22.0,,AC Steckdose Typ 2,2017-10-25
22043,1,350.0,,,2019-05-31
22043,1,350.0,,,2019-05-31
22043,1,350.0,,,2019-05-31
22043,1,350.0,,,2019-05-31
22044,1,350.0,,,2019-05-31
22044,1,350.0,,,2019-05-31
22044,1,350.0,,,2019-05-31
22044,1,350.0,,,2019-05-31
22045,1,22.0,,,2021-02-21
22045,2,11.0,,AC Steckdose Typ 2,2021-02-21
22045,1,11.0,,,2021-02-25
22046,1,150.0,,,2020-07-16
22046,2,50.0,,DC Kupplung Combo,2020-07-16
22046,3,22.0,,AC Steckdose Typ 2,2020-07-16
22046,4,22.0,,AC Kupplung Typ 2,2020-07-16
22047,1,22.0,,,2021-08-20
22047,2,22.0,,AC Steckdose Typ 2,2021-08-20
22048,1,22.0,,,2017-06-12
22048,2,22.0,,AC Steckdose Typ 2,2017-06-12
22049,1,22.0,,,2015-07-01
22049,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2015-07-01
22050,1,22.0,,,2017-09-28
22050,2,22.0,,AC Steckdose Typ 2,2017-09-28
22051,1,22.0,,,2017-09-28
22051,2,22.0,,AC Steckdose Typ 2,2017-09-28
22052,1,22.0,,,2017-09-28
22052,2,22.0,,AC Steckdose Typ 2,2017-09-28
22053,1,22.0,,,2019-11-18
22053,2,22.0,,AC Steckdose Typ 2,2019-11-18
22054,1,150.0,,,2021-08-19
22054,2,100.0,,DC Kupplung Combo,2021-08-19
22054,3,22.0,,AC Steckdose Typ 2,2021-08-19
22054,4,22.0,,AC Kupplung Typ 2,2021-08-19
22055,1,22.0,,,2021-02-24
22055,2,11.0,,AC Steckdose Typ 2,2021-02-24
22056,1,22.0,,,2020-12-11
22056,2,22.0,,AC Steckdose Typ 2,2020-12-11
22057,1,22.0,,,2016-12-06
22057,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2016-12-06
22058,1,22.0,,,2019-06-20
22058,2,22.0,,AC Steckdose Typ 2,2019-06-20
22059,1,22.0,,,2017-10-27
22059,2,22.0,,AC Steckdose Typ 2,2017-10-27
22060,1,22.0,,,2017-10-27
22060,2,22.0,,AC Steckdose Typ 2,2017-10-27
22061,1,11.0,3059301306072A8648CE3D020106082A8648CE3D03010703420004dbd3b0444e5108a417ddd5a25f65a90dec4d2fba529c24026c4c9701c11ec47b5cfba8a888fccb3409f1797c1ecf26b1318ea622211df2cfe3c05c81dbd5aa8b,,2020-03-01
22061,2,11.0,3059301306072A8648CE3D020106082A8648CE3D03010703420004d0154f22e1a62cdcbb2f228d16c1515314f7367d62a49d94e5e01d8b3735a6090de48f88135a3c4d809ea9018867c9a9b0fdc9d32a64ab7181142242d05c8249,AC Steckdose Typ 2,2020-03-01
22062,1,22.0,,,2019-03-11
22062,2,22.0,,AC Steckdose Typ 2,2019-03-11
22063,1,22.0,,,2016-11-25
22063,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2016-11-25
22064,1,22.0,,,2016-12-05
22064,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2016-12-05
22065,1,22.0,,,2017-12-20
22065,2,11.0,,AC Steckdose Typ 2,2017-12-20
22066,1,43.0,,,2016-12-09
22066,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2016-12-09
22067,1,22.0,3059301306072A8648CE3D020106082A8648CE3D0301070342000431f02d4ec819e2ee13e50d72867124cd4ad2265c2901fef5a2f2d0c533f62e0f1beb7a49c966bfca87a25ebb45668fa3f3706f8bc4b9e4ec51710b21b7b4381c,,2017-10-25
22067,2,22.0,,AC Steckdose Typ 2,2017-10-25
22068,1,22.0,3059301306072A8648CE3D020106082A8648CE3D030107034200044c8350f9eef5a77cd45cdf57bb870f83dee5933cd32e8b11c4373a2b5a42919910065d2f61dae27c38f5d9da635b58268929163108ebe0a4fd697009b57cf099,,2017-10-25
22068,2,22.0,,AC Steckdose Typ 2,2017-10-25
22069,1,22.0,,,2017-10-27
22069,2,22.0,,AC Steckdose Typ 2,2017-10-27
22070,1,22.0,,,2021-01-19
22070,2,11.0,,AC Steckdose Typ 2,2021-01-19
22071,1,22.0,,,2017-08-08
22071,2,22.0,,AC Steckdose Typ 2,2017-08-08
22072,1,22.0,,,2019-03-15
22072,2,22.0,,AC Steckdose Typ 2,2019-03-15
22073,1,22.0,,,2020-06-01
22073,2,22.0,,AC Steckdose Typ 2,2020-06-01
22074,1,24.0,,,2021-07-20
22074,2,11.0,,AC Steckdose Typ 2,2021-07-20
22075,1,22.0,3059301306072A8648CE3D020106082A8648CE3D030107034200041c8fa6343a3299a063528d985484dbeae06fe1483d4426388b7079709c378b375ee6407949a47f4b20f9cb29ecc4f7fe99f5ca5725f36778fbf64e338dfef55d,,2019-10-09
22075,2,22.0,3059301306072A8648CE3D020106082A8648CE3D0301070342000405169a07c325a241a4ed8167ee188b5e6000e5dbd451d91cdcd907de798ce632233e0fddfac75b883274536df877b1e6a1995a376bdc442fba311b65971b4123,"AC Steckdose Typ 2, AC Kupplung Typ 2",2019-10-09
22076,1,22.0,3059301306072A8648CE3D020106082A8648CE3D03010703420004f72e0b593888ead783ae05a6beac568789fa22579778b99e94beb9d293a8cf44120276eca0a02998a16eb450f69592623a50f0c58ccb39c48552074fdb0b8ec0,,2019-05-08
22076,2,22.0,3059301306072A8648CE3D020106082A8648CE3D03010703420004284dd1f5f4b8d0912c4825f1fc5fe9b643f9f6805c5ed4e5ec1cfa328d7f78952be387584bef7a50789a9e077f5161ffd793ff0d231e83ed1183a5c7f523c37a,AC Steckdose Typ 2,2019-05-08
22077,1,22.0,3059301306072A8648CE3D020106082A8648CE3D03010703420004cd45af7f4b855fc22c9e950c8eb9e26cbc664f0a84a29c04564ead5ad807677de294288491a39b0dc9fcbf9d0edc90b194c6b38b5b9dd63c1d2690f2bd112a63,,2020-12-02
22077,2,22.0,3059301306072A8648CE3D020106082A8648CE3D030107034200048bf1cc354ae546f1499701c1e91db3e08e6725a668fb6edf339d56c100e29041362290ed461d736ffa61dc5b8061d1ca9648562b08559f474cf2b1da0ee497dc,AC Steckdose Typ 2,2020-12-02
22078,1,22.0,,,2019-02-26
22078,2,22.0,,AC Steckdose Typ 2,2019-02-26
22079,1,22.0,,,2021-12-13
22079,2,22.0,,AC Steckdose Typ 2,2021-12-13
22080,1,30.0,,,2018-01-18
22080,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2018-01-18
22081,1,22.0,,,2021-01-19
22081,2,11.0,,AC Steckdose Typ 2,2021-01-19
22081,1,22.0,,,2021-01-19
22081,2,11.0,,AC Steckdose Typ 2,2021-01-19
22082,1,22.0,,,2021-01-19
22082,2,11.0,,AC Steckdose Typ 2,2021-01-19
22083,1,22.0,,,2021-06-15
22084,1,22.0,3059301306072A8648CE3D020106082A8648CE3D03010703420004114f38b0f65f2e0c152f350d6c6328570df56ebfe919cbf0fb70d6f158b1bdee92c0b0cf7c1cbd3dd08ee94b489167525a146e83fc1dfee5bfc63dbabb322654,,2017-10-26
22084,2,22.0,,AC Steckdose Typ 2,2017-10-26
22085,1,50.0,,,2018-03-02
22085,2,43.0,,AC Kupplung Typ 2,2018-03-02
22086,1,50.0,,,2018-03-02
22086,2,43.0,,AC Kupplung Typ 2,2018-03-02
22087,1,350.0,,,2018-12-12
22087,1,350.0,,,2018-12-12
22087,1,350.0,,,2018-12-12
22087,1,350.0,,,2018-12-12
22088,1,43.0,,,2020-02-14
22088,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2020-02-14
22088,1,43.0,,,2020-02-14
22088,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2020-02-14
22089,1,43.0,,,2017-04-21
22089,2,50.0,,"DC Kupplung Combo, DC CHAdeMO",2017-04-21
22090,1,22.0,,,2017-06-01
22090,2,22.0,,AC Steckdose Typ 2,2017-06-01
22091,1,22.0,,,2018-10-10
22091,2,22.0,,AC Steckdose Typ 2,2018-10-10
22091,3,3.7,,AC Schuko,2018-10-10
22091,4,3.7,,AC Schuko,2018-10-10
22092,1,22.0,,,2018-02-01
22092,2,22.0,,AC Steckdose Typ 2,2018-02-01
22093,1,50.0,,,2018-05-14
22093,2,43.0,3059301306072A8648CE3D020106082A8648CE3D030107034200045a6fb3a75a575ecb6ffd6256f45ae192feeccb6d3c3f77fb57e558fd380ccb2b968a31a55435a4f701c95c5293f5c5e70b91c6c4e28a352ae654df60c4868f13,AC Kupplung Typ 2,2018-05-14
22094,1,22.0,,,2021-08-12
22094,2,11.0,,AC Steckdose Typ 2,2021-08-12
22095,1,22.0,,,2017-06-01
22095,2,22.0,,"AC Steckdose Typ 2, AC Schuko",2017-06-01
22096,1,22.0,,,2017-07-25
22096,2,22.0,,AC Steckdose Typ 2,2017-07-25
22096,3,3.7,,AC Schuko,2017-07-25
22096,4,3.7,,AC Schuko,2017-07-25
22097,1,22.0,,,2017-07-25
22097,2,22.0,,AC Steckdose Typ 2,2017-07-25
22097,3,3.7,,AC Schuko,2017-07-25
22097,4,3.7,,AC Schuko,2017-07-25
22098,1,22.0,,,2019-10-04
22098,2,22.0,,AC Steckdose Typ 2,2019-10-04
22099,1,22.0,3059301306072A8648CE3D020106082A8648CE3D030107034200043b536ee7d1199727c67d7b104c76983b2bc5a23a5f1152aef63ffb5958543f0e4b83a7a2f93c5d2c3e83933fb841b99db125cc74845d14d165a7ce1deb103966,,2018-05-09
22099,2,22.0,,AC Steckdose Typ 2,2018-05-09
22100,1,22.0,3059301306072A8648CE3D020106082A8648CE3D03010703420004e0cde85d7273f7f0c5016424e79bca5718f262dfecd9546f9ab7dee48965f1bfb1cca69a82b06ffe50aa98b36dd98f6271a9ce1c511a73f1633de7406feda4db,,2020-07-06
22100,2,22.0,3059301306072A8648CE3D020106082A8648CE3D0301070342000495d6a94f6ca9187295b9cee0970ecec2ebb59c0bf52dfff7ea320fb3ad68793f8f0e77b242c7ce4457d50ef6cced049c7ef022af09c9176eaf021ca47bc5ef2c,"AC Steckdose Typ 2, AC Kupplung Typ 2",2020-07-06
22101,1,22.0,3059301306072A8648CE3D020106082A8648CE3D03010703420004847feba27db1453e26c1bdacf42249c26291ed2d6b5c93f0741aeef2fe6eeb02f6156c3b4efee9db74f04e41c12d0b6ad030b5225c8fe771e57e4d943a047744,,2017-10-26
22101,2,22.0,,AC Steckdose Typ 2,2017-10-26
22102,1,22.0,3059301306072A8648CE3D020106082A8648CE3D030107034200046789997b08113b63b707040b72942cd629ce92327e27029cde3b43f123f0793f33e1b010d5123c9734fea98828b7be32e8b3b4da926d25b06c41cfd72e46ab60,,2017-10-25
22102,2,22.0,,AC Steckdose Typ 2,2017-10-25
22103,1,11.0,,,2015-03-31
22103,2,3.7,,AC Schuko,2015-03-31
22104,1,11.0,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04C5 3A7B BCEF 5B82 26A6 D160 036B 4C21 B41F 1DBA 5A17 63D7 B11A 0DEB 4E14 EBA5 B3C2 4B50 4FB5 AC64 086E 699C F171 07B9 E8C1 4542 C562 8932 D7F0 FAB9 42DC 5AC3 99,,2021-01-01
22104,2,11.0,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 0499 3394 8391 B2E9 32EE 157F 559B FA31 AA5F 42A8 197F B7E1 9D02 9B19 0B65 5A57 B5F9 87C5 23B4 6D41 ABF3 B68B B49E 99D1 C6F0 F9D2 B9D4 FF39 F531 6749 A918 9537 23,AC Steckdose Typ 2,2021-01-01
22105,1,11.0,,,2020-04-22
22105,2,11.0,,AC Steckdose Typ 2,2020-04-22
22106,1,22.0,,,2021-12-01
22106,2,22.0,,AC Steckdose Typ 2,2021-12-01
22106,3,22.0,,AC Steckdose Typ 2,2021-12-01
22106,4,22.0,,AC Steckdose Typ 2,2021-12-01
22107,1,22.0,,,2021-12-01
22107,2,22.0,,AC Steckdose Typ 2,2021-12-01
22108,1,22.0,,,2020-12-11
22108,2,22.0,,AC Steckdose Typ 2,2020-12-11
22109,1,22.0,,,2021-12-22
22109,2,22.0,,AC Steckdose Typ 2,2021-12-22
22110,1,11.0,,,2018-09-23
22110,2,11.0,,AC Steckdose Typ 2,2018-09-23
22111,1,150.0,,,2020-02-05
22111,2,50.0,,DC Kupplung Combo,2020-02-05
22111,3,22.0,,AC Steckdose Typ 2,2020-02-05
22111,4,22.0,,AC Kupplung Typ 2,2020-02-05
22112,1,11.0,,,2021-04-29
